# Xlam,PX,Ylam,PY
1.000000000000000000e+00,-0.000000000000000000e+00,1.000000000000000000e+00,-0.000000000000000000e+00
1.001715265866209181e+00,1.042359835957578414e-03,1.002860026917900438e+00,9.661292476113903004e-04
1.003430531732418585e+00,1.042359835957578414e-03,1.006393001345895044e+00,9.661292476113903004e-04
1.005145797598627766e+00,-0.000000000000000000e+00,1.009925975773889650e+00,-0.000000000000000000e+00
1.006861063464836947e+00,-1.042359835957578414e-03,1.013290713324360715e+00,9.661292476113903004e-04
1.008576329331046351e+00,-0.000000000000000000e+00,1.016823687752355321e+00,9.661292476113903004e-04
1.009979728676126731e+00,-1.042359835957578414e-03,1.020188425302826385e+00,1.932258495222780601e-03
1.011694994542335913e+00,-0.000000000000000000e+00,1.023048452220726823e+00,2.898387742834170576e-03
1.013410260408545094e+00,-0.000000000000000000e+00,1.026581426648721429e+00,1.932258495222780601e-03
1.015281459535318787e+00,-0.000000000000000000e+00,1.030282637954239577e+00,2.898387742834170576e-03
1.016996725401528190e+00,-0.000000000000000000e+00,1.033815612382234184e+00,1.932258495222780601e-03
1.018867924528301883e+00,-0.000000000000000000e+00,1.037516823687752332e+00,3.864516990445561202e-03
1.020271323873382263e+00,-0.000000000000000000e+00,1.040881561238223396e+00,2.898387742834170576e-03
1.021830656479026933e+00,-0.000000000000000000e+00,1.043741588156123834e+00,5.796775485668341152e-03
1.023701855605800848e+00,-0.000000000000000000e+00,1.047442799461641982e+00,4.830646238056951827e-03
1.025417121472010029e+00,-0.000000000000000000e+00,1.051144010767160131e+00,3.864516990445561202e-03
1.027132387338219210e+00,-0.000000000000000000e+00,1.054845222072678501e+00,4.830646238056951827e-03
1.029003586464992903e+00,-0.000000000000000000e+00,1.058378196500673107e+00,5.796775485668341152e-03
1.030406985810073284e+00,1.042359835957578414e-03,1.061911170928667714e+00,4.830646238056951827e-03
1.032122251676282465e+00,-0.000000000000000000e+00,1.064939434724091472e+00,6.762904733279732211e-03
1.033993450803056380e+00,-0.000000000000000000e+00,1.068640646029609842e+00,3.864516990445561202e-03
1.035708716669265561e+00,1.042359835957578414e-03,1.072341857335127990e+00,6.762904733279732211e-03
1.037579915796039254e+00,-0.000000000000000000e+00,1.076043068640645917e+00,5.796775485668341152e-03
1.039451114922812947e+00,3.127079507872734809e-03,1.079744279946164287e+00,4.830646238056951827e-03
1.040854514267893327e+00,4.169439343830313657e-03,1.083277254374158893e+00,6.762904733279732211e-03
1.042569780134102508e+00,4.169439343830313657e-03,1.086305518169582651e+00,6.762904733279732211e-03
1.044285046000311912e+00,4.169439343830313657e-03,1.090006729475101022e+00,6.762904733279732211e-03
1.046156245127085604e+00,7.192282868107291276e-03,1.093876177658142712e+00,7.729033980891122403e-03
1.048027444253859297e+00,4.169439343830313657e-03,1.097745625841184403e+00,7.729033980891122403e-03
1.049742710120068701e+00,6.254159015745469619e-03,1.101446837146702551e+00,1.169016389609782089e-02
1.051302042725713370e+00,6.254159015745469619e-03,1.105148048452220699e+00,1.362242239132060474e-02
1.053017308591922552e+00,8.234642704064869256e-03,1.108176312247644679e+00,1.072403464848643156e-02
1.054888507718696466e+00,8.234642704064869256e-03,1.112045760430686370e+00,1.458855163893199233e-02
1.056603773584905648e+00,8.234642704064869256e-03,1.115915208613728060e+00,1.555468088654338339e-02
1.058474972711679341e+00,1.240408204789518291e-02,1.119952893674293515e+00,1.748693938176616378e-02
1.060346171838453033e+00,1.553116155576791772e-02,1.123822341857334983e+00,1.748693938176616378e-02
1.061905504444097925e+00,1.657352139172549657e-02,1.127523553162853354e+00,2.338032779219564178e-02
1.063620770310307106e+00,1.657352139172549657e-02,1.130551816958277112e+00,2.434645703980703457e-02
1.065336036176516288e+00,1.761588122768307715e-02,1.134589502018842566e+00,3.217210394545929469e-02
1.067207235303290203e+00,1.865824106364065080e-02,1.138458950201884257e+00,3.700275018351624479e-02
1.069078434430063895e+00,1.657352139172549657e-02,1.142496635262449711e+00,4.482839708916851185e-02
1.070949633556837588e+00,2.480816409579036583e-02,1.146366083445491180e+00,4.975565625198660052e-02
1.072508966162482480e+00,2.689288376770552352e-02,1.150235531628532870e+00,5.651856098526632927e-02
1.074224232028691661e+00,3.001996327557826180e-02,1.153263795423957072e+00,6.144582014808441794e-02
1.076095431155465354e+00,3.314704278345099314e-02,1.157301480484522305e+00,7.120372554895945671e-02
1.077966630282239269e+00,3.512752647177039278e-02,1.161339165545087537e+00,8.096163094983449549e-02
1.079837829409012961e+00,3.929696581560070123e-02,1.165376850605652770e+00,8.869066493072562396e-02
1.081709028535786654e+00,4.346640515943101662e-02,1.169414535666218224e+00,1.024097002468073725e-01
1.083268361141431324e+00,4.961632819158073165e-02,1.173452220726783457e+00,1.121676056476824113e-01
1.084983627007640727e+00,5.378576753541104705e-02,1.176480484522207437e+00,1.219255110485574500e-01
1.086854826134414420e+00,5.482812737136862763e-02,1.180686406460295990e+00,1.336156749446552605e-01
1.088726025261188113e+00,5.795520687924136244e-02,1.184724091520861444e+00,1.482042265835872563e-01
1.090597224387961806e+00,6.618984958330623170e-02,1.188930013458950219e+00,1.619232618996689910e-01
1.092468423514735720e+00,6.827456925522137898e-02,1.192967698519515451e+00,1.765118135386009868e-01
1.094183689380944902e+00,7.442449228737109401e-02,1.197005383580080906e+00,1.950614950927397062e-01
1.095898955247154305e+00,7.859393163120140247e-02,1.200201884253028428e+00,2.028871419983919733e-01
1.097770154373927998e+00,8.995565384313901347e-02,1.204576043068640745e+00,2.233690820477534089e-01
1.099641353500701690e+00,9.308273335101174828e-02,1.208781965006729520e+00,2.379576336866854325e-01
1.101512552627475383e+00,9.412509318696933580e-02,1.212987886944818294e+00,2.574734444884355100e-01
1.103383751754249298e+00,1.003792522027147915e-01,1.217193808882907291e+00,2.731247382997400441e-01
1.105099017620458257e+00,1.106986145786948289e-01,1.221399730820995844e+00,2.945728075967128934e-01
