,S111S1,S111S4,S112S2,S112S3,S112S4,S113S3,S113S4,S143S1,S143S2,S144S3,S144S4
0,0.02807377092540264,0.04198092222213745,0.23498974740505219,0.5151126980781555,0.5935851335525513,0.40684741735458374,0.09561041742563248,0.01549872849136591,0.02589378133416176,0.04350580275058746,0.050602179020643234
5,0.018636886030435562,0.07238300144672394,0.3941452205181122,0.23776844143867493,0.3278297483921051,0.40884461998939514,0.056484922766685486,0.020426252856850624,0.023862577974796295,0.08665137737989426,0.03132573515176773
10,0.05050889402627945,0.09712725877761841,0.23903466761112213,0.2520240247249603,0.2821168005466461,0.20790523290634155,0.021761668846011162,0.03035864792764187,0.028079459443688393,0.019493086263537407,0.12372113764286041
15,0.027330346405506134,0.0762200877070427,0.13912223279476166,0.11233320832252502,0.4404833912849426,0.2706683874130249,0.10048160701990128,0.027584446594119072,0.031943757086992264,0.10822515934705734,0.02572341077029705
20,0.011031858623027802,0.1379101425409317,0.14185570180416107,0.6895586848258972,0.6896000504493713,0.47985103726387024,0.10966966301202774,0.00590911228209734,0.01533267181366682,0.03386841341853142,0.03022388368844986
25,0.023379819467663765,0.023035744205117226,0.38346442580223083,0.135092630982399,0.7601038813591003,0.4067566692829132,0.5440323352813721,0.026059944182634354,0.012094210833311081,0.0701020136475563,0.039496179670095444
30,0.023007290437817574,0.04212595894932747,0.5545184016227722,0.1870727241039276,1.8458369970321655,0.17221449315547943,0.24684293568134308,0.016349108889698982,0.014327006414532661,0.12401043623685837,0.03775414079427719
35,0.020204726606607437,0.07793073356151581,0.4900664985179901,0.280918151140213,0.5450916886329651,0.10162410140037537,0.14759796857833862,0.029600488021969795,0.01405978761613369,0.07491466403007507,0.016883939504623413
40,0.02832013927400112,0.05031203478574753,0.1993141770362854,0.048497337847948074,0.31972986459732056,0.2509666681289673,0.11214055866003036,0.03459536284208298,0.023798596113920212,0.012008525431156158,0.07421038299798965
